1.6757E-003	 6.2169E-004	 3.9489E-004	 1.1231E-003	 1.7583E-003	 1.5728E-003	 9.7858E-004	 8.1934E-004	 1.4419E-003	 2.3591E-003	 2.5103E-003	 1.4646E-003	 3.5619E-004	 4.2598E-004	 1.0713E-003	 9.7431E-004	 3.0824E-004	 6.5218E-005	 2.8435E-004	 4.7191E-004	 6.8752E-004	 1.0962E-003	 1.3611E-003	 1.2345E-003	 1.0201E-003	 9.2078E-004	 6.8052E-004	 4.0886E-004	 8.4443E-004	 2.0704E-003	 2.9080E-003	 2.4286E-003	 1.2672E-003	 6.1801E-004	 6.3184E-004	 6.7778E-004	 5.4259E-004	 4.5447E-004	 5.3614E-004	 8.8767E-004	 1.5093E-003	 2.0102E-003	 2.0667E-003	 1.7964E-003	 1.4577E-003	 1.3622E-003	 1.5852E-003	 1.5683E-003	 1.0578E-003	 6.8576E-004	 6.7938E-004	 6.8565E-004	 8.9160E-004	 1.3600E-003	 1.5132E-003	 1.4253E-003	 1.5855E-003	 1.8251E-003	 2.1414E-003	 2.6560E-003	 2.6084E-003	 1.7489E-003	 1.0845E-003	 9.5882E-004	 1.0845E-003	 1.7489E-003	 2.6084E-003	 2.6560E-003	 2.1414E-003	 1.8251E-003	 1.5855E-003	 1.4253E-003	 1.5132E-003	 1.3600E-003	 8.9160E-004	 6.8565E-004	 6.7938E-004	 6.8576E-004	 1.0578E-003	 1.5683E-003	 1.5852E-003	 1.3622E-003	 1.4577E-003	 1.7964E-003	 2.0667E-003	 2.0102E-003	 1.5093E-003	 8.8767E-004	 5.3614E-004	 4.5447E-004	 5.4259E-004	 6.7778E-004	 6.3184E-004	 6.1801E-004	 1.2672E-003	 2.4286E-003	 2.9080E-003	 2.0704E-003	 8.4443E-004	 4.0886E-004	 6.8052E-004	 9.2078E-004	 1.0201E-003	 1.2345E-003	 1.3611E-003	 1.0962E-003	 6.8752E-004	 4.7191E-004	 2.8435E-004	 6.5218E-005	 3.0824E-004	 9.7431E-004	 1.0713E-003	 4.2598E-004	 3.5619E-004	 1.4646E-003	 2.5103E-003	 2.3591E-003	 1.4419E-003	 8.1934E-004	 9.7858E-004	 1.5728E-003	 1.7583E-003	 1.1231E-003	 3.9489E-004	 6.2169E-004	 1.6757E-003	 2.2822E-003
 1.2862E-003	 5.4626E-004	 2.3421E-004	 5.7435E-004	 1.0441E-003	 1.0837E-003	 7.4404E-004	 5.5305E-004	 9.0850E-004	 1.5450E-003	 1.6334E-003	 8.6997E-004	 1.8308E-004	 4.1956E-004	 9.2788E-004	 7.2871E-004	 1.7368E-004	 7.5392E-005	 2.9497E-004	 3.7366E-004	 4.7127E-004	 7.9401E-004	 1.0117E-003	 8.7847E-004	 6.9933E-004	 6.8154E-004	 5.3795E-004	 2.5801E-004	 4.4800E-004	 1.2659E-003	 1.8597E-003	 1.5362E-003	 7.5357E-004	 3.3417E-004	 3.2819E-004	 3.0655E-004	 2.0982E-004	 2.0763E-004	 2.8559E-004	 4.8683E-004	 8.7700E-004	 1.1757E-003	 1.1404E-003	 9.5962E-004	 8.8296E-004	 1.0276E-003	 1.3031E-003	 1.2472E-003	 7.3038E-004	 3.4681E-004	 3.2188E-004	 3.2924E-004	 4.4877E-004	 7.2411E-004	 7.6608E-004	 7.3350E-004	 1.0011E-003	 1.2401E-003	 1.3065E-003	 1.4274E-003	 1.2521E-003	 6.8478E-004	 3.9653E-004	 4.1815E-004	 3.9653E-004	 6.8478E-004	 1.2521E-003	 1.4274E-003	 1.3065E-003	 1.2401E-003	 1.0011E-003	 7.3350E-004	 7.6608E-004	 7.2411E-004	 4.4877E-004	 3.2924E-004	 3.2188E-004	 3.4681E-004	 7.3038E-004	 1.2472E-003	 1.3031E-003	 1.0276E-003	 8.8296E-004	 9.5962E-004	 1.1404E-003	 1.1757E-003	 8.7700E-004	 4.8683E-004	 2.8559E-004	 2.0763E-004	 2.0982E-004	 3.0655E-004	 3.2819E-004	 3.3417E-004	 7.5357E-004	 1.5362E-003	 1.8597E-003	 1.2659E-003	 4.4800E-004	 2.5801E-004	 5.3795E-004	 6.8154E-004	 6.9933E-004	 8.7847E-004	 1.0117E-003	 7.9401E-004	 4.7127E-004	 3.7366E-004	 2.9497E-004	 7.5392E-005	 1.7368E-004	 7.2871E-004	 9.2788E-004	 4.1956E-004	 1.8308E-004	 8.6997E-004	 1.6334E-003	 1.5450E-003	 9.0850E-004	 5.5305E-004	 7.4404E-004	 1.0837E-003	 1.0441E-003	 5.7435E-004	 2.3421E-004	 5.4626E-004	 1.2862E-003	 1.6757E-003
 5.4626E-004	 3.5836E-004	 1.5219E-004	 5.2880E-005	 1.3943E-004	 3.0769E-004	 3.4874E-004	 2.5433E-004	 2.3525E-004	 3.2466E-004	 2.7341E-004	 6.4583E-005	 9.1793E-005	 4.3597E-004	 5.6679E-004	 2.6139E-004	 4.3067E-005	 2.1526E-004	 3.6185E-004	 2.1906E-004	 1.4170E-004	 3.5877E-004	 5.3657E-004	 4.1168E-004	 2.3862E-004	 2.5244E-004	 2.6210E-004	 1.6179E-004	 2.1298E-004	 4.5988E-004	 5.3990E-004	 3.2682E-004	 1.3348E-004	 1.4169E-004	 1.6063E-004	 7.6050E-005	 7.9584E-005	 2.3438E-004	 2.9484E-004	 2.0690E-004	 1.8238E-004	 1.8967E-004	 8.4253E-005	 3.9439E-005	 2.3568E-004	 5.4328E-004	 7.3398E-004	 6.3044E-004	 2.8942E-004	 7.0211E-005	 1.0512E-004	 1.5934E-004	 1.5879E-004	 1.2897E-004	 2.8784E-005	 1.1445E-004	 5.4855E-004	 8.5012E-004	 6.8493E-004	 3.5087E-004	 1.1036E-004	 9.5624E-005	 3.9660E-004	 6.2042E-004	 3.9660E-004	 9.5624E-005	 1.1036E-004	 3.5087E-004	 6.8493E-004	 8.5012E-004	 5.4855E-004	 1.1445E-004	 2.8784E-005	 1.2897E-004	 1.5879E-004	 1.5934E-004	 1.0512E-004	 7.0211E-005	 2.8942E-004	 6.3044E-004	 7.3398E-004	 5.4328E-004	 2.3568E-004	 3.9439E-005	 8.4253E-005	 1.8967E-004	 1.8238E-004	 2.0690E-004	 2.9484E-004	 2.3438E-004	 7.9584E-005	 7.6050E-005	 1.6063E-004	 1.4169E-004	 1.3348E-004	 3.2682E-004	 5.3990E-004	 4.5988E-004	 2.1298E-004	 1.6179E-004	 2.6210E-004	 2.5244E-004	 2.3862E-004	 4.1168E-004	 5.3657E-004	 3.5877E-004	 1.4170E-004	 2.1906E-004	 3.6185E-004	 2.1526E-004	 4.3067E-005	 2.6139E-004	 5.6679E-004	 4.3597E-004	 9.1793E-005	 6.4583E-005	 2.7341E-004	 3.2466E-004	 2.3525E-004	 2.5433E-004	 3.4874E-004	 3.0769E-004	 1.3943E-004	 5.2880E-005	 1.5219E-004	 3.5836E-004	 5.4626E-004	 6.2169E-004
 2.3421E-004	 1.5219E-004	 5.1698E-004	 8.5905E-004	 6.8854E-004	 3.2122E-004	 2.6656E-004	 4.4866E-004	 4.9552E-004	 3.4708E-004	 2.4378E-004	 3.3480E-004	 4.8513E-004	 4.4345E-004	 1.9310E-004	 4.5841E-005	 2.2164E-004	 4.8068E-004	 4.5725E-004	 2.1043E-004	 1.1201E-004	 2.7676E-004	 4.2684E-004	 3.4605E-004	 1.6349E-004	 6.5813E-005	 7.3883E-005	 2.2956E-004	 5.4204E-004	 7.2586E-004	 5.5764E-004	 3.3937E-004	 4.3379E-004	 6.6280E-004	 6.6714E-004	 5.0938E-004	 5.1470E-004	 7.1617E-004	 8.0817E-004	 6.6706E-004	 5.3978E-004	 5.7046E-004	 6.0009E-004	 5.3985E-004	 4.5559E-004	 3.4801E-004	 2.3189E-004	 2.1294E-004	 3.2006E-004	 4.9462E-004	 6.8135E-004	 8.0455E-004	 8.0596E-004	 7.0775E-004	 6.0756E-004	 6.6215E-004	 9.0430E-004	 1.0910E-003	 1.0138E-003	 8.1692E-004	 7.9579E-004	 1.0790E-003	 1.5117E-003	 1.7266E-003	 1.5117E-003	 1.0790E-003	 7.9579E-004	 8.1692E-004	 1.0138E-003	 1.0910E-003	 9.0430E-004	 6.6215E-004	 6.0756E-004	 7.0775E-004	 8.0596E-004	 8.0455E-004	 6.8135E-004	 4.9462E-004	 3.2006E-004	 2.1294E-004	 2.3189E-004	 3.4801E-004	 4.5559E-004	 5.3985E-004	 6.0009E-004	 5.7046E-004	 5.3978E-004	 6.6706E-004	 8.0817E-004	 7.1617E-004	 5.1470E-004	 5.0938E-004	 6.6714E-004	 6.6280E-004	 4.3379E-004	 3.3937E-004	 5.5764E-004	 7.2586E-004	 5.4204E-004	 2.2956E-004	 7.3883E-005	 6.5813E-005	 1.6349E-004	 3.4605E-004	 4.2684E-004	 2.7676E-004	 1.1201E-004	 2.1043E-004	 4.5725E-004	 4.8068E-004	 2.2164E-004	 4.5841E-005	 1.9310E-004	 4.4345E-004	 4.8513E-004	 3.3480E-004	 2.4378E-004	 3.4708E-004	 4.9552E-004	 4.4866E-004	 2.6656E-004	 3.2122E-004	 6.8854E-004	 8.5905E-004	 5.1698E-004	 1.5219E-004	 2.3421E-004	 3.9489E-004
 5.7435E-004	 5.2880E-005	 8.5905E-004	 2.0685E-003	 2.0660E-003	 1.0753E-003	 4.8954E-004	 7.2330E-004	 1.1112E-003	 1.2361E-003	 1.2390E-003	 1.1629E-003	 8.3785E-004	 3.5689E-004	 1.0236E-004	 2.2645E-004	 4.6007E-004	 5.1831E-004	 4.2657E-004	 3.6429E-004	 4.0278E-004	 4.7256E-004	 4.6803E-004	 3.6442E-004	 2.3553E-004	 1.2564E-004	 4.4005E-005	 1.0650E-004	 3.7799E-004	 6.3493E-004	 6.9893E-004	 7.7752E-004	 1.0260E-003	 1.1815E-003	 1.0352E-003	 7.9390E-004	 7.1042E-004	 7.6390E-004	 8.0333E-004	 7.7855E-004	 8.1524E-004	 1.0267E-003	 1.2374E-003	 1.1344E-003	 7.0476E-004	 2.5691E-004	 7.5408E-005	 2.2723E-004	 5.6877E-004	 8.6998E-004	 1.0286E-003	 1.1075E-003	 1.1564E-003	 1.1595E-003	 1.1165E-003	 1.0213E-003	 8.5116E-004	 6.6170E-004	 5.6695E-004	 6.1703E-004	 8.1599E-004	 1.1718E-003	 1.5754E-003	 1.7617E-003	 1.5754E-003	 1.1718E-003	 8.1599E-004	 6.1703E-004	 5.6695E-004	 6.6170E-004	 8.5116E-004	 1.0213E-003	 1.1165E-003	 1.1595E-003	 1.1564E-003	 1.1075E-003	 1.0286E-003	 8.6998E-004	 5.6877E-004	 2.2723E-004	 7.5408E-005	 2.5691E-004	 7.0476E-004	 1.1344E-003	 1.2374E-003	 1.0267E-003	 8.1524E-004	 7.7855E-004	 8.0333E-004	 7.6390E-004	 7.1042E-004	 7.9390E-004	 1.0352E-003	 1.1815E-003	 1.0260E-003	 7.7752E-004	 6.9893E-004	 6.3493E-004	 3.7799E-004	 1.0650E-004	 4.4005E-005	 1.2564E-004	 2.3553E-004	 3.6442E-004	 4.6803E-004	 4.7256E-004	 4.0278E-004	 3.6429E-004	 4.2657E-004	 5.1831E-004	 4.6007E-004	 2.2645E-004	 1.0236E-004	 3.5689E-004	 8.3785E-004	 1.1629E-003	 1.2390E-003	 1.2361E-003	 1.1112E-003	 7.2330E-004	 4.8954E-004	 1.0753E-003	 2.0660E-003	 2.0685E-003	 8.5905E-004	 5.2880E-005	 5.7435E-004	 1.1231E-003
 1.0441E-003	 1.3943E-004	 6.8854E-004	 2.0660E-003	 2.4513E-003	 1.5427E-003	 6.2678E-004	 5.8961E-004	 1.1333E-003	 1.5963E-003	 1.6203E-003	 1.1995E-003	 6.4982E-004	 3.9105E-004	 4.7758E-004	 5.4929E-004	 3.8551E-004	 2.0866E-004	 2.9676E-004	 5.9366E-004	 8.5588E-004	 9.3509E-004	 8.0381E-004	 5.2731E-004	 2.7405E-004	 1.6529E-004	 1.3350E-004	 8.4886E-005	 8.0161E-005	 2.1440E-004	 4.7578E-004	 7.7780E-004	 9.7950E-004	 9.7864E-004	 9.0526E-004	 9.5389E-004	 9.9992E-004	 7.9516E-004	 4.4323E-004	 2.3674E-004	 2.6221E-004	 4.6918E-004	 7.3126E-004	 7.7580E-004	 5.3641E-004	 3.6130E-004	 4.5621E-004	 5.9441E-004	 6.1301E-004	 6.0091E-004	 5.9602E-004	 5.9615E-004	 6.4408E-004	 6.8172E-004	 6.5962E-004	 6.5872E-004	 6.3537E-004	 4.7091E-004	 3.0691E-004	 3.2632E-004	 5.0683E-004	 9.0289E-004	 1.5041E-003	 1.8286E-003	 1.5041E-003	 9.0289E-004	 5.0683E-004	 3.2632E-004	 3.0691E-004	 4.7091E-004	 6.3537E-004	 6.5872E-004	 6.5962E-004	 6.8172E-004	 6.4408E-004	 5.9615E-004	 5.9602E-004	 6.0091E-004	 6.1301E-004	 5.9441E-004	 4.5621E-004	 3.6130E-004	 5.3641E-004	 7.7580E-004	 7.3126E-004	 4.6918E-004	 2.6221E-004	 2.3674E-004	 4.4323E-004	 7.9516E-004	 9.9992E-004	 9.5389E-004	 9.0526E-004	 9.7864E-004	 9.7950E-004	 7.7780E-004	 4.7578E-004	 2.1440E-004	 8.0161E-005	 8.4886E-005	 1.3350E-004	 1.6529E-004	 2.7405E-004	 5.2731E-004	 8.0381E-004	 9.3509E-004	 8.5588E-004	 5.9366E-004	 2.9676E-004	 2.0866E-004	 3.8551E-004	 5.4929E-004	 4.7758E-004	 3.9105E-004	 6.4982E-004	 1.1995E-003	 1.6203E-003	 1.5963E-003	 1.1333E-003	 5.8961E-004	 6.2678E-004	 1.5427E-003	 2.4513E-003	 2.0660E-003	 6.8854E-004	 1.3943E-004	 1.0441E-003	 1.7583E-003
 1.0837E-003	 3.0769E-004	 3.2122E-004	 1.0753E-003	 1.5427E-003	 1.1656E-003	 4.9526E-004	 3.3412E-004	 7.3781E-004	 1.0825E-003	 9.1695E-004	 5.2169E-004	 5.0038E-004	 8.9756E-004	 1.0926E-003	 7.0638E-004	 1.6099E-004	 5.2959E-005	 3.9898E-004	 8.3488E-004	 1.1753E-003	 1.3993E-003	 1.3650E-003	 9.5159E-004	 3.8946E-004	 1.0075E-004	 1.9533E-004	 3.9088E-004	 4.5857E-004	 4.6491E-004	 5.1534E-004	 5.5534E-004	 5.3663E-004	 5.7039E-004	 8.0703E-004	 1.1932E-003	 1.3883E-003	 1.1124E-003	 5.8809E-004	 2.6832E-004	 2.1132E-004	 2.2181E-004	 2.9041E-004	 4.0569E-004	 4.7575E-004	 6.1424E-004	 8.1980E-004	 7.3835E-004	 3.8788E-004	 2.6251E-004	 4.2403E-004	 5.3962E-004	 5.4045E-004	 4.3933E-004	 2.7992E-004	 4.1111E-004	 8.7597E-004	 1.1576E-003	 1.1040E-003	 9.9449E-004	 9.0165E-004	 1.0135E-003	 1.5343E-003	 1.8892E-003	 1.5343E-003	 1.0135E-003	 9.0165E-004	 9.9449E-004	 1.1040E-003	 1.1576E-003	 8.7597E-004	 4.1111E-004	 2.7992E-004	 4.3933E-004	 5.4045E-004	 5.3962E-004	 4.2403E-004	 2.6251E-004	 3.8788E-004	 7.3835E-004	 8.1980E-004	 6.1424E-004	 4.7575E-004	 4.0569E-004	 2.9041E-004	 2.2181E-004	 2.1132E-004	 2.6832E-004	 5.8809E-004	 1.1124E-003	 1.3883E-003	 1.1932E-003	 8.0703E-004	 5.7039E-004	 5.3663E-004	 5.5534E-004	 5.1534E-004	 4.6491E-004	 4.5857E-004	 3.9088E-004	 1.9533E-004	 1.0075E-004	 3.8946E-004	 9.5159E-004	 1.3650E-003	 1.3993E-003	 1.1753E-003	 8.3488E-004	 3.9898E-004	 5.2959E-005	 1.6099E-004	 7.0638E-004	 1.0926E-003	 8.9756E-004	 5.0038E-004	 5.2169E-004	 9.1695E-004	 1.0825E-003	 7.3781E-004	 3.3412E-004	 4.9526E-004	 1.1656E-003	 1.5427E-003	 1.0753E-003	 3.2122E-004	 3.0769E-004	 1.0837E-003	 1.5728E-003
 7.4404E-004	 3.4874E-004	 2.6656E-004	 4.8954E-004	 6.2678E-004	 4.9526E-004	 3.2424E-004	 3.6013E-004	 4.7982E-004	 3.8997E-004	 1.6919E-004	 3.0377E-004	 9.6983E-004	 1.5608E-003	 1.3778E-003	 6.3142E-004	 1.8926E-004	 4.0256E-004	 8.0473E-004	 9.7455E-004	 1.0588E-003	 1.2708E-003	 1.3808E-003	 1.0511E-003	 4.2900E-004	 4.2074E-005	 1.5290E-004	 5.0146E-004	 6.9651E-004	 6.2850E-004	 4.3876E-004	 3.0153E-004	 3.4812E-004	 5.8680E-004	 8.1387E-004	 8.4760E-004	 7.9455E-004	 8.4003E-004	 9.9994E-004	 1.1843E-003	 1.2057E-003	 9.2600E-004	 5.8303E-004	 4.9019E-004	 5.6086E-004	 6.2191E-004	 6.1682E-004	 4.0492E-004	 1.7243E-004	 4.4202E-004	 1.0570E-003	 1.3335E-003	 1.1804E-003	 8.4729E-004	 4.4198E-004	 3.4070E-004	 7.4545E-004	 1.1627E-003	 1.3138E-003	 1.3423E-003	 1.1030E-003	 6.8923E-004	 6.0809E-004	 7.0645E-004	 6.0809E-004	 6.8923E-004	 1.1030E-003	 1.3423E-003	 1.3138E-003	 1.1627E-003	 7.4545E-004	 3.4070E-004	 4.4198E-004	 8.4729E-004	 1.1804E-003	 1.3335E-003	 1.0570E-003	 4.4202E-004	 1.7243E-004	 4.0492E-004	 6.1682E-004	 6.2191E-004	 5.6086E-004	 4.9019E-004	 5.8303E-004	 9.2600E-004	 1.2057E-003	 1.1843E-003	 9.9994E-004	 8.4003E-004	 7.9455E-004	 8.4760E-004	 8.1387E-004	 5.8680E-004	 3.4812E-004	 3.0153E-004	 4.3876E-004	 6.2850E-004	 6.9651E-004	 5.0146E-004	 1.5290E-004	 4.2074E-005	 4.2900E-004	 1.0511E-003	 1.3808E-003	 1.2708E-003	 1.0588E-003	 9.7455E-004	 8.0473E-004	 4.0256E-004	 1.8926E-004	 6.3142E-004	 1.3778E-003	 1.5608E-003	 9.6983E-004	 3.0377E-004	 1.6919E-004	 3.8997E-004	 4.7982E-004	 3.6013E-004	 3.2424E-004	 4.9526E-004	 6.2678E-004	 4.8954E-004	 2.6656E-004	 3.4874E-004	 7.4404E-004	 9.7858E-004
 5.5305E-004	 2.5433E-004	 4.4866E-004	 7.2330E-004	 5.8961E-004	 3.3412E-004	 3.6013E-004	 4.8311E-004	 3.5572E-004	 8.9056E-005	 1.2400E-004	 6.5490E-004	 1.3173E-003	 1.5003E-003	 1.0407E-003	 4.8046E-004	 4.2776E-004	 8.0274E-004	 1.0171E-003	 8.1850E-004	 5.9889E-004	 7.3606E-004	 9.6149E-004	 7.8703E-004	 3.1536E-004	 6.2007E-005	 1.7956E-004	 3.8193E-004	 4.1536E-004	 2.7547E-004	 1.4065E-004	 1.9447E-004	 4.5920E-004	 7.6455E-004	 7.9366E-004	 4.0712E-004	 6.2399E-005	 3.4614E-004	 1.0825E-003	 1.5921E-003	 1.5362E-003	 1.0449E-003	 5.3644E-004	 4.0687E-004	 5.2312E-004	 4.8774E-004	 2.8031E-004	 9.8010E-005	 1.6955E-004	 7.4194E-004	 1.4856E-003	 1.6715E-003	 1.3082E-003	 8.9379E-004	 5.0971E-004	 2.0877E-004	 2.0769E-004	 4.1803E-004	 7.6003E-004	 1.2017E-003	 1.2784E-003	 8.1078E-004	 3.6577E-004	 2.4523E-004	 3.6577E-004	 8.1078E-004	 1.2784E-003	 1.2017E-003	 7.6003E-004	 4.1803E-004	 2.0769E-004	 2.0877E-004	 5.0971E-004	 8.9379E-004	 1.3082E-003	 1.6715E-003	 1.4856E-003	 7.4194E-004	 1.6955E-004	 9.8010E-005	 2.8031E-004	 4.8774E-004	 5.2312E-004	 4.0687E-004	 5.3644E-004	 1.0449E-003	 1.5362E-003	 1.5921E-003	 1.0825E-003	 3.4614E-004	 6.2399E-005	 4.0712E-004	 7.9366E-004	 7.6455E-004	 4.5920E-004	 1.9447E-004	 1.4065E-004	 2.7547E-004	 4.1536E-004	 3.8193E-004	 1.7956E-004	 6.2007E-005	 3.1536E-004	 7.8703E-004	 9.6149E-004	 7.3606E-004	 5.9889E-004	 8.1850E-004	 1.0171E-003	 8.0274E-004	 4.2776E-004	 4.8046E-004	 1.0407E-003	 1.5003E-003	 1.3173E-003	 6.5490E-004	 1.2400E-004	 8.9056E-005	 3.5572E-004	 4.8311E-004	 3.6013E-004	 3.3412E-004	 5.8961E-004	 7.2330E-004	 4.4866E-004	 2.5433E-004	 5.5305E-004	 8.1934E-004
 9.0850E-004	 2.3525E-004	 4.9552E-004	 1.1112E-003	 1.1333E-003	 7.3781E-004	 4.7982E-004	 3.5572E-004	 2.0153E-004	 1.4483E-004	 3.2016E-004	 5.9555E-004	 7.4093E-004	 6.6888E-004	 4.7743E-004	 3.6646E-004	 4.8309E-004	 7.2723E-004	 7.5735E-004	 4.2654E-004	 1.6997E-004	 4.5769E-004	 9.0858E-004	 7.9725E-004	 3.0562E-004	 1.6052E-004	 3.7354E-004	 4.4675E-004	 2.8316E-004	 1.3391E-004	 1.8464E-004	 4.2051E-004	 6.5968E-004	 8.4577E-004	 1.0200E-003	 9.6146E-004	 6.0965E-004	 4.4366E-004	 6.4023E-004	 7.4282E-004	 5.3856E-004	 2.4993E-004	 8.4959E-005	 1.8254E-004	 4.1716E-004	 4.0622E-004	 1.5769E-004	 4.5943E-005	 2.2753E-004	 6.6295E-004	 1.1218E-003	 1.1799E-003	 8.6613E-004	 6.3960E-004	 5.5127E-004	 3.8233E-004	 2.0266E-004	 1.7727E-004	 4.2033E-004	 9.1713E-004	 1.2925E-003	 1.2822E-003	 1.1411E-003	 1.0954E-003	 1.1411E-003	 1.2822E-003	 1.2925E-003	 9.1713E-004	 4.2033E-004	 1.7727E-004	 2.0266E-004	 3.8233E-004	 5.5127E-004	 6.3960E-004	 8.6613E-004	 1.1799E-003	 1.1218E-003	 6.6295E-004	 2.2753E-004	 4.5943E-005	 1.5769E-004	 4.0622E-004	 4.1716E-004	 1.8254E-004	 8.4959E-005	 2.4993E-004	 5.3856E-004	 7.4282E-004	 6.4023E-004	 4.4366E-004	 6.0965E-004	 9.6146E-004	 1.0200E-003	 8.4577E-004	 6.5968E-004	 4.2051E-004	 1.8464E-004	 1.3391E-004	 2.8316E-004	 4.4675E-004	 3.7354E-004	 1.6052E-004	 3.0562E-004	 7.9725E-004	 9.0858E-004	 4.5769E-004	 1.6997E-004	 4.2654E-004	 7.5735E-004	 7.2723E-004	 4.8309E-004	 3.6646E-004	 4.7743E-004	 6.6888E-004	 7.4093E-004	 5.9555E-004	 3.2016E-004	 1.4483E-004	 2.0153E-004	 3.5572E-004	 4.7982E-004	 7.3781E-004	 1.1333E-003	 1.1112E-003	 4.9552E-004	 2.3525E-004	 9.0850E-004	 1.4419E-003
